,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44,J45,J46,J47,J48,J49,J50
2025-01-01 02:30:00,38.53190263075895,50.39929758653372,39.6959152171587,39.88180905455939,38.4115049969143,49.28197513253066,50.98831679949906,47.65720422285904,49.59956063564722,49.71575468116592,36.9106947619068,44.64702984009124,46.49076232325877,38.13758424943993,37.509852651938026,41.10339626316858,50.85711793144433,45.86528842087873,45.54702101324047,44.88688103949192,41.6899936103736,42.6444489547364,45.67789076960097,41.93682681667176,48.225793911302496,46.69733786817874,36.16698865986675,49.573480438422806,45.30872695151659,44.77753275087382,38.78322293336554,43.303113296175965,40.939745359035065,44.9612330922256,49.79089917549901,46.8370408441318,37.71450589255528,41.72548539441088,49.10900699982601,47.657354019959016,50.13393635525034,42.66660968889536,41.08820221915658,41.50188397134607,45.2978869364876,40.590328898503714,50.17536541129592,40.10164195012969,43.779083560614296,36.151707322929525
2025-01-01 02:45:00,38.65504678053319,50.32085870353283,40.27473538337715,38.87221896524241,36.92397382645538,49.21962279278862,50.492469167661056,48.62057691649261,48.60385265494668,49.87990707619306,38.12220597964778,44.04170567480746,47.24158109245096,37.48784469522614,38.34386902196283,41.25715460811988,50.15186173642942,47.01124911007271,44.97090935903219,44.06378131921232,41.99921827049033,41.98292744910305,46.118188964172575,41.43585740071632,48.98260107222266,45.03482002266029,36.63279460850399,49.128496285045244,45.49744626925106,45.45807071750743,37.916400421117096,42.961905016440994,42.515709951943954,43.95616386152993,49.34497782128397,47.33852407980908,37.00494112788996,41.17178990610103,49.80525871253053,49.29178728281508,50.21154962139096,43.46993931433063,41.233013854090096,41.1466659668566,45.61961552445144,39.93040681124536,49.39156428313648,40.50003962471415,43.06413252095735,36.16429853921203
2025-01-01 03:00:00,38.60376412301345,49.93577423864612,40.186732003125606,39.582879312675246,37.56144621214882,48.15963210727689,50.80760938829974,49.16250555434392,50.57360234849982,49.29778166356066,38.17653226441925,45.206525562767055,46.17438767281377,37.545269116973856,38.29394107967141,41.75204395450856,49.950940604093255,47.37704819072712,45.49699599526768,44.55051929859892,41.41065503776,42.69885884068462,45.79544990461177,42.08979620375201,48.202513037557296,47.09097290001574,36.80132359394594,48.855095586268526,45.75250735353375,45.63333372785496,38.11479721832041,43.099744568505,40.87401657804936,44.73911057395448,49.294726659118986,46.94842624808621,37.90031819685441,41.33178159174901,49.00545677346649,48.14102099087861,50.13166242401309,42.850580602850265,41.31847958634579,41.20457823121544,45.00805820687199,40.50390585459122,49.20109814368118,40.34582886965588,43.12091488169139,36.46951683662398
2025-01-01 03:15:00,38.90464188958954,50.8130602131973,39.75293446965205,40.22647762886638,37.45609403383851,49.70426493268737,51.08160184057502,48.31082337685478,49.56748504114641,49.07675657621045,38.21481964595432,45.43102990502464,46.613714116412766,37.93482785708104,38.90318123636919,41.14248799271766,50.201969690035575,46.82448273937215,45.826723653001125,44.96473668846144,42.404308186434726,43.46928224285649,46.10908958932173,41.85459175083383,48.94148608042172,46.03601987213803,36.88171811701502,49.401244612915775,45.4603702313745,45.836259685312726,37.549172862931954,42.99085071976811,41.02499851713786,44.042639225952136,49.9998294701766,47.11935590820033,38.7453578741145,41.80500968696185,49.04313095894412,47.71244007712434,50.32909772465049,43.18122239881418,41.86779062470851,41.571316855463,45.50542049988349,40.54661183291409,49.40382775483579,40.55960987021111,44.28400715880294,36.69783789888314
2025-01-01 03:30:00,39.05125965370145,50.02350973954145,39.016438984241205,39.51815755312561,37.30478765572562,49.08849335095832,51.17744333763854,48.741456743150174,49.830290204465015,49.03283848722708,38.50421514174958,44.82664411165259,47.0715442103573,38.01665935708917,38.14190694900624,41.37055312910653,50.603283356250095,46.71533165144334,44.30732052112656,44.58819295750511,42.68094066401662,42.64305980959046,46.51077896731198,41.98484509410559,48.365898205271776,46.0798502182749,36.41539622709955,48.51520624244704,46.04125406174826,44.917315254544775,37.77994092043838,43.12561896677623,41.346996004439774,45.18923976903445,49.06762980381027,46.37780180499011,37.43117000649654,40.71730657306252,48.60476343103978,48.348164855778215,50.73240993497662,43.36688244717154,42.14831381977217,40.63797905949003,46.2353473373063,40.16859591832446,50.9026652649783,41.38059227671767,44.21605983208115,35.96049614391018
2025-01-01 03:45:00,39.37279522105837,50.72795118921198,40.35278345296863,39.31743841652457,36.25836114263178,49.696960052173495,52.09943980445548,48.45282600955334,49.6430021156266,49.71617366200618,38.77172077633725,44.71366890429811,46.87345006809493,38.267673226215805,38.82030855276406,41.36538562644001,51.191472164233375,48.04410868337017,45.44694044673953,44.408633142651205,41.89020628732254,42.09028203953229,47.02554631869043,42.22928442673222,48.68062866897932,46.8651025963286,36.08228350779875,49.45687558110403,45.24968967781622,45.78600474308681,38.37962625486962,43.2033368883446,41.50670368998925,43.64601366047381,49.31519258366722,47.57317063511474,37.0589279234344,41.195991637236816,49.77840997486474,48.44747195322907,50.17611462778783,43.857964076810894,41.59205612010838,40.73418219644567,45.6199499811174,40.616917171033954,49.987193068015074,39.30879179264315,44.721104462378925,36.11434785884629
2025-01-01 04:00:00,38.98241642935724,49.90429229263607,40.65572954852849,40.04041999482336,36.73689856324096,48.94996344179241,51.6372950684413,49.37190285921032,49.81006574858168,50.154126490944165,38.7055501946958,45.61109666040533,46.25697739588462,37.82501551490612,38.31383696052401,40.68772988887735,51.16028832711196,47.0107244520828,45.01675310678471,44.38468488507888,40.96109324641152,43.30083118356356,47.48463706739973,42.100723250881096,48.78832895743052,46.91071567094029,36.29111124395491,50.32929102251487,45.73330041424462,44.93484405001009,38.23414713942555,43.26029239752108,41.14688322608623,43.638834484213625,49.62889585030159,47.26632684350604,36.85651178558252,41.34286034130357,49.41219491962884,48.499263696305256,49.46500778386979,43.573339297753066,41.97045194476145,41.181734621503885,44.73574408273222,41.390824540875606,50.15255598180996,41.08330558784321,43.62818901758863,37.147801218763306
2025-01-01 04:15:00,39.33480315585911,50.42782137547903,40.21462435302234,39.62758338197044,37.08076653457395,48.81567043488273,51.05241631753261,48.95245339198282,49.60211883774838,50.66725167004703,38.97529917055623,46.00839162921035,46.633380417153816,38.42756545299236,39.54832702757373,41.82631414114916,50.61184884349335,47.03764464815775,44.44785659875635,44.60759564002438,42.76346220939145,43.103925328750016,46.50074522042648,43.53176080697466,48.317361644658,46.73590209018106,36.00869123076205,49.29706019874176,45.8984805504309,44.91284399721779,38.594299970959504,43.396696212751486,41.32874027478911,44.2900083787556,48.83418870514383,47.25864668024253,38.12957327446097,41.14955028964212,49.6510451684659,48.93663683793062,50.53275195045224,43.50726190888169,41.74272201218108,40.770880046870566,46.03417174949353,39.95246971115747,50.30028452396821,41.71131011034325,43.799237826737496,35.99920759118933
2025-01-01 04:30:00,39.136305317479206,50.00001472868417,39.63158063415551,40.63878317113568,36.9850011524044,49.93137265791304,51.74504683365452,49.45207825188596,48.99455959369008,50.05987279718126,38.66859755408119,44.89858743732765,46.9497469147225,38.12892821309033,39.36703862856971,41.5041894610658,51.23216541218192,47.49272048437152,45.19630350967498,44.02745864986979,41.54181898096707,44.02784482993397,46.95804143911997,41.190043611908685,49.1695677390308,46.34219478871417,36.22326701635044,48.49540923094256,45.262891309960686,45.21360321681016,39.23296121494509,43.158773501316105,41.82589996735442,44.943288876813526,50.168503709431526,47.00601278474093,36.92281388263993,41.40887166918911,50.055535627160495,48.95573062033453,51.10927748476183,43.10315300550272,42.65241523618456,41.1270842177967,44.96370537480066,40.70176253457021,50.4942911642534,41.34004856935715,43.40559198991099,36.57936436668774
2025-01-01 04:45:00,38.771266406748666,49.81724607826892,40.80246127886513,40.53866961057167,37.57347871253093,50.220237677263256,51.41386176981534,48.88253265888543,49.33751100315891,50.72325149869159,38.43982072469047,44.57818680911929,47.36990480325348,38.16273289963327,38.93018510382781,41.61292822487045,51.27875321087664,47.59893823253419,45.629582149711055,44.21716038313132,42.90211021367496,42.64667827821764,47.23677242231198,42.02391083644713,49.70216572707103,46.645124524599936,37.49169991664901,49.33221548471568,45.58845652608596,46.159853848467606,38.62189866696092,44.04067363448266,42.20738328917229,44.42829523439528,49.728638532837614,47.787878620260834,38.08788944803575,41.558054417865165,49.56477963802235,49.97925935150379,50.57057292856162,43.02051694932684,42.3317377637337,41.64548735443664,46.03184513655129,40.420783213364096,51.637991302304,40.5790788000306,44.30045129551638,36.55168989438093
2025-01-01 05:00:00,39.70228962078329,50.57041953464916,39.61586293088008,40.12729569528965,36.79598557464754,49.79586434756745,52.80018231139372,48.83367788355989,50.67927938305223,50.500628404087145,38.51059376547143,45.95449132261837,46.40727327757082,38.53942527102095,39.36691741194205,41.53934391600368,49.85831861801052,47.28694663410722,45.89041085120481,44.355350075211696,42.288161843974514,43.22648822408603,47.43306026668614,41.62167517765144,49.34557425240646,46.69399033483717,36.6140779536516,49.78184148638556,45.23194514655579,46.08030321054632,38.84352452885128,42.936154356863234,42.54048930524746,45.29321198726222,49.29268420208484,48.02031239990804,38.39562459323502,41.682796574684296,49.79778482012012,48.786204084443085,49.64396389759582,43.4223269220503,43.291056395862256,41.00074476868134,44.69660509714021,41.4802630337258,50.56989109623903,41.75420750546179,44.45844390617695,36.86054686256287
2025-01-01 05:15:00,38.64935070663076,49.34324420841045,40.35882591341712,40.51862022445096,38.338614567370776,50.14193536239476,52.462416835206746,48.67023737364213,49.11606578227707,51.86741611536104,39.17744067588561,46.35111552556052,47.03159317518004,38.58751227900229,38.553406527255866,42.12906291076558,51.48689116185009,47.73106324535603,45.12875378328504,44.15686293450482,41.956146373917406,43.117844359686174,47.86342014865112,41.75790443844729,48.06873342743138,47.210273102819045,35.73596392711465,49.27037559976733,45.95260349305642,46.23249510425482,37.69682859188017,43.58693908675204,42.19279003715359,44.4400683670469,50.15123041124239,46.98842825907028,38.93270081767047,42.66117186845691,49.91086646167455,48.74256154810041,51.26588288083242,43.60286838443418,42.145637751410185,40.93609616735727,45.26490656222228,41.21773140609483,50.23974312679886,40.78830434922404,43.79660728983235,36.79370940678574
2025-01-01 05:30:00,39.69995270249043,50.10822336098264,40.74666830487692,41.10955784854926,37.06634509223323,49.85112038273756,52.77269259079605,49.69492472704617,49.573124983039406,51.49215996242617,38.900953044911546,46.39044216846326,47.136118582595365,38.59367303629192,39.509612218613206,41.510860871999,50.45186239091712,47.10994487009197,45.27045330069218,43.80391807885431,42.58775417284028,45.09199430764052,47.45113832490763,43.40287309556999,49.03380382704329,47.18558310335126,37.65122268186814,50.08101407840591,46.93244250514617,44.96814788213274,38.54374673399525,42.19071087406172,42.04090257641245,44.35035270272469,50.57184254447451,46.850955325456695,38.74767857463589,41.97350251646273,49.89448200110898,48.45736996171465,50.25084338375719,44.19875093905268,41.93585954372276,41.80004871218541,45.55280886933456,41.52746393839698,51.71258156463844,39.56117788241613,44.43178126611512,36.82218723608585
2025-01-01 05:45:00,39.06017608902986,49.7848506807213,41.2123879074122,40.4453520929724,38.09923899394637,49.548866743254656,51.86540762954016,49.36895849877161,49.56114367011504,51.04094119087674,40.56869001934621,45.14053714788928,46.93523968242883,39.15595211461616,38.60924212204592,41.64279475343151,50.638357011163066,48.07762874565443,45.45140008713577,43.87302360491841,41.49668537544717,43.87492645188876,47.21404414480575,42.54695083318833,49.40925481026494,46.89661329156559,37.46152668999383,49.65165041892167,45.97766705902525,45.25216314415815,39.5481689948073,43.450451922667945,42.29693324154365,44.79459397175893,50.07125452076178,47.957719235154336,38.6927751605239,42.41679646803702,50.893171022884616,48.75017165834133,50.9044461434302,43.08783646489946,42.42135455582051,41.72230220101896,44.195770990658616,40.95051788420628,51.357612543198805,41.33734620511119,43.88147404312169,36.28865058498668
2025-01-01 06:00:00,38.38499509039393,49.69787562972388,41.14834363053728,40.61607478009069,37.764721682985154,50.27104987362102,51.29840182689223,49.49527582052026,49.7078102303288,49.78740678863031,39.50862248840126,45.75900076158227,47.64696302582716,39.60451748485407,39.324377585427534,41.04590333998419,51.69178093567121,46.318399156322,45.119999938978296,44.40427441280638,42.78372915239882,43.38827025009792,48.13207629647984,42.65665460225307,49.75035135498136,46.80725214757083,37.603799358880245,49.85880965871059,45.9630318239849,45.70209437562318,39.489445667296415,42.78453398986898,41.89714728512745,45.41299449837158,50.49766093147237,48.32060609758972,38.29856704912672,41.70282335179933,50.86764607923241,48.6980383048911,51.4113625295788,44.074292522451366,42.68717802420149,41.43382032160222,45.61852079426668,41.43917831195792,51.74535755953632,41.185211346864335,43.56942945817823,36.08512703604168
2025-01-01 06:15:00,38.6416447073706,50.02301099285006,40.83685441288608,40.08126471253543,37.21558027148174,50.2393056773396,52.60469628065256,49.00903872571075,50.09511474196564,50.292026520561954,38.69171473571516,46.20205687040089,46.77524131122056,39.30538485235861,39.88230501825665,41.500035810330566,50.54068119729827,48.42322001583921,45.56482062895709,43.968268223974526,42.561477899633175,44.10538977179069,47.30029915095568,43.65634085372477,49.18081537519219,47.57086097953618,37.24914224083018,50.03352423031277,46.40724654870578,45.87080078062671,39.10539422738716,43.90830366056898,42.50374595477316,45.41207249872663,50.31298259875855,48.56396680980798,38.62528174899005,42.16718286313952,50.1176206659422,49.15269138870407,50.27694775013979,43.38383351929648,43.64977404459766,41.13172290836642,45.20519029181805,41.74759757835335,51.52442654134633,40.87399589423713,44.455460551750456,37.19200848542732
2025-01-01 06:30:00,39.09921847338032,50.18452646181838,40.04418793776862,40.7956627777716,37.16103399994945,51.11794500427656,52.136794880949786,50.4353838232335,49.8154103700615,51.03723503869806,38.47381470347848,46.70091175307976,46.90860686766306,39.43866133482975,38.68931374565765,41.69517366528524,51.924377373041736,47.50412885373565,44.92012010819371,44.954502695620974,42.72668056409995,44.45322197525288,47.38872395621683,41.77454910436471,49.301637119230506,47.229743087716486,36.83952024000891,50.819526880961575,45.9155196585064,45.9588012278612,39.30572601303221,43.63544830224381,42.72896110533014,45.46113262153685,50.4171078765329,47.85065072914436,38.223044042652816,42.54097378225537,49.81985124017107,49.08725574108396,49.98028248423732,42.73126077595624,42.83843665735249,41.88757592473242,45.23309441528199,41.66685593066324,51.29094436812834,40.64402433389157,43.97124160017748,37.660605558628575
2025-01-01 06:45:00,39.94602797964915,50.68123758103801,40.496560266281215,41.130518092494434,37.83231475688115,50.546188904420816,53.236949093559886,49.49734242901191,50.054643202293775,51.19240690433473,39.551334840090256,47.38009771442694,48.36391820501801,38.90310391722698,39.27973500878307,41.080575831371455,51.936627268284646,47.71065181674911,46.022852608888286,44.26461196548162,42.69459182592598,43.19979462100943,47.80486727179071,42.84155817870152,49.07352978384611,47.14936584002543,36.75609351571643,50.31515279501849,46.546717441938256,45.390040712055885,38.93747936070022,43.177111169475424,42.12643673395013,45.6023297528283,51.172207650868806,48.14883946462096,37.80511468001686,42.41277564180856,49.60879148005622,49.91332809741549,51.226426394103584,43.86159277375379,42.92565610931732,41.65868186619663,45.44410766889086,42.55238240192939,52.24715563851942,40.71277860249194,43.78558613180448,36.545891049346736
2025-01-01 07:00:00,39.36702488709198,50.76176889667061,40.52298426463396,41.42709150558768,37.78262114096752,49.81390638284753,52.02420914043046,48.80565631839743,50.516475261397154,50.34873768728219,39.307255435875874,46.04251019575448,46.46001527939364,39.478545349803134,40.75930610933671,41.81854793833523,50.94693912831417,47.75831461906066,45.389844872431766,44.53837453410904,41.83735064827137,44.40712869223741,47.950147614228506,42.49922230912701,49.96384959362106,47.34356560077814,37.63966311226115,50.162118654078725,46.50138140150971,45.52585282357393,38.20082898991612,43.47810754233104,41.97585461286534,45.83782109622014,50.81008373225857,48.07406824888989,37.914515612217706,41.64036191790596,49.33194987220821,49.60408884549474,50.04798929396247,44.57617060067808,42.769943591834,42.55389589855293,45.43816073976917,41.973004083466456,51.23854485764248,41.21500084636951,44.4011931141841,36.09833077704095
2025-01-01 07:15:00,39.068632324160085,49.79443596755221,40.2549929438029,41.13327372919859,37.746421996285896,50.29527870781348,51.94310224887595,49.5970228675354,49.83663056025679,50.907666330495296,38.90700372789142,46.409413954780725,46.97451073021658,39.77371500728308,39.35198524449651,41.32277894176219,52.05905900115394,47.5958988628993,45.95249519853597,45.12186563579664,41.90934845021936,43.36182481683457,47.967404850388135,42.20023666630378,49.78755108124544,47.13888522932365,36.87913678085847,49.75538795080709,44.84173933206941,46.484446152970825,39.384127623635344,43.83909291692952,43.84730424159579,44.48134100230335,49.98789561291339,47.929613184096,38.37601251524608,43.12203172509612,50.75148504200413,48.99519429543528,51.04782177958319,43.31455172681433,42.78094143960833,41.62068667018383,45.7186937853625,42.60859539769039,52.01676711127685,41.4697283844301,44.209461168256,37.2065565037177
2025-01-01 07:30:00,39.62511056577975,50.26435442934266,40.42362231362642,40.07378633532546,37.292657649148886,49.91531790961125,51.83524891578711,49.42884402948573,49.33868150120876,50.57283055289406,39.3535952376769,46.81879914396561,48.05185982424669,40.06779722492035,38.96655422161314,41.490251562295775,51.38335637763756,47.018496389052046,46.183954831749126,43.87477736380237,42.36284022915033,43.80353502448856,48.73161695721253,43.12859992076056,48.81907521526888,47.57767335457009,37.41455646387224,50.011278851000114,46.34692065305174,46.217740749603685,39.36591298088412,43.05599955032245,42.83130257869932,45.82796509774781,50.23498496897356,47.602899370254086,39.604525345923314,42.72834417509445,50.32615198845819,49.82465219978668,50.27890613807247,43.20852079969756,43.30748719419386,41.58642556490452,46.59929298068408,42.90164955433104,51.73565868137728,40.92572294385173,45.19685636486652,36.39106108065285
2025-01-01 07:45:00,38.76324410750983,50.80432785765425,40.76298879863347,41.43769423392153,38.01537245453697,50.370366816381285,53.30259928403391,49.54140313926613,50.49228965018127,51.777114633155655,39.31101208386463,46.25098076801409,46.99087317625683,39.94784399168426,39.214511588026895,41.35262892551343,51.80744808376929,48.32830530922757,45.54298998351237,44.76791036530886,43.35068722529162,44.193201068669104,47.92220659878901,42.65856719712225,49.56886643566112,48.80558393450437,37.59418643120574,50.306835145312505,45.64607986422976,45.70659302325196,39.0480452407115,43.81544758947846,43.16928773062304,45.3754813623242,49.96170631660105,48.78758830829205,39.65117586150374,42.98389863360446,49.88270054586763,50.198308502210864,50.53572005705825,43.63393905794071,42.3698869507646,42.23247341014018,45.64972423350928,42.09867840263648,50.82518273130366,41.32711316107487,45.70606198742581,37.44304757994017
2025-01-01 08:00:00,39.50948041512986,50.59168092112497,41.46665321687916,41.871948209268986,37.8898140179831,50.51711288335045,51.77384483576112,49.29354296852807,51.59634049730851,51.29919095219093,39.55874160427479,46.21566888467412,46.76660416586149,39.73718148454868,39.75941014600153,41.41764555546464,51.494859159435606,47.251945619326506,45.4067584345213,44.24662672165463,42.265652902789256,44.07814144436342,47.32070696645298,42.4940350820246,50.17088110617021,46.76938411827162,37.44882426960272,50.55286183076228,45.667267157228,45.98687833963865,39.040471768784585,43.98521657160212,42.62310826997694,45.190001741424034,50.86968301182782,48.84668033533395,39.18554970489404,42.26883838608787,50.86024012082317,49.38592422621642,50.489173556839766,43.50735654958808,43.304599453281895,42.2274332577334,44.97453021604543,42.22355463286677,52.0525225984098,41.33927039984559,44.87446569234312,36.59296959076149
